Latitude,Longitude,City,Metropolitan Statistical Area,Average Daily Rate (USD),Annual Revenue LTM (USD),Airbnb Superhost,Occupancy Rate LTM,Airbnb Host ID,Property ID,Property Type
18.41371,-66.06798,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,157198222,ab-22294968,Condominium
18.37485505972078,-65.89136695194578,Canovanas,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,163010402,ab-22300760,Entire house
18.45187,-66.04523,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",136.76,19693,TRUE,0.477,551438,ab-22300906,Guesthouse
18.45433,-66.05911,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",265,4240,FALSE,0.184,21939856,ab-22305157,Apartment
18.33921,-65.63384,Fajardo,"San Juan-Carolina-Caguas, PR Metro Area",96.56,6759,TRUE,0.389,163052380,ab-22305669,Apartment
18.48121,-66.68494,Arecibo,"Arecibo, PR Metro Area",NA,0,FALSE,NA,163066225,ab-22306668,Condominium
18.45122285959978,-66.08172906622352,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,52231162,ab-22306845,Apartment
18.37506,-65.71435,Luquillo,"San Juan-Carolina-Caguas, PR Metro Area",104.55,20910,FALSE,0.59,29133187,ab-22308633,Condominium
17.98844,-66.65912,Ponce,"Ponce, PR Metro Area",55.72,7244,FALSE,0.833,124707283,ab-22315920,Apartment
18.43108,-66.18321,Sabana Seca,"San Juan-Carolina-Caguas, PR Metro Area",34.88,1221,FALSE,0.175,161552622,ab-22318062,House
18.37271977293691,-67.24863767762777,Rincon,"Aguadilla-Isabela, PR Metro Area",NA,0,TRUE,NA,60540317,ab-22328649,Townhouse
18.45108,-66.05621,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",99.44,12232,TRUE,0.528,163286442,ab-22333546,Apartment
18.45018234650754,-66.05316702319551,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,44869900,ab-22334476,Entire house
18.452,-66.054,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",87.16,8803,FALSE,0.587,51403869,ab-22338231,Apartment
18.44367,-66.02324,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",115.42,7618,FALSE,0.489,28616598,ab-22338266,Condominium
18.43258224804379,-66.06396549691867,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,49292694,ab-22339097,Apartment
18.27439571479468,-66.01936619092476,Caguas,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,107479919,ab-22340082,House
18.43197925119614,-66.00438541295046,NA,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,162084133,ab-22345220,House
18.46699169859977,-66.11499129215443,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,24394201,ab-22349310,Private room
18.45404914093713,-66.06059940571299,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,TRUE,NA,17530084,ab-22350869,Private room in apartment
18.35732,-66.05087,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,28531333,ab-22353300,House
18.50546,-67.11113,Aguadilla,"Aguadilla-Isabela, PR Metro Area",NA,0,FALSE,NA,51080116,ab-22354197,House
18.31191614704112,-65.29463772761184,Culebra,NA,NA,0,FALSE,NA,55661547,ab-22354341,Vacation home
18.50527,-67.11113,Aguadilla,"Aguadilla-Isabela, PR Metro Area",54.67,328,FALSE,0.194,51080116,ab-22354360,House
18.47093004394017,-66.27228437866997,Dorado,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,TRUE,NA,163503811,ab-22360209,House
18.38397,-66.28934,Toa Alta,"San Juan-Carolina-Caguas, PR Metro Area",465.29,102829,TRUE,0.66,163503811,ab-22360499,House
18.45937,-66.07656,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",97.47,6628,FALSE,0.366,358161,ab-22365916,Apartment
18.45592,-66.06721,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,61937151,ab-22368292,Apartment
18.45308613421891,-66.04203103971822,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,TRUE,NA,1558087,ab-22369022,Entire condominium
18.37518,-65.72585,Luquillo,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,163575054,ab-22370525,House
18.36871,-67.25071,Rincon,"Aguadilla-Isabela, PR Metro Area",267.5,2675,FALSE,0.105,7856719,ab-22373314,Condominium
18.37909,-66.16011,Bayamon,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,36522850,ab-22376015,Townhouse
18.50132,-67.14268,Aguadilla,"Aguadilla-Isabela, PR Metro Area",58,4060,FALSE,0.417,42195120,ab-22376082,Apartment
18.029,-67.168,Boqueron,"San Germán, PR Metro Area",90.04,12066,TRUE,0.479,163617961,ab-22376257,Guest suite
18.3073,-65.30621,Culebra,NA,180,6480,TRUE,0.5,117539108,ab-22382779,Apartment
18.08183568930581,-67.04682215315836,San German,"San Germán, PR Metro Area",NA,0,FALSE,NA,48439036,ab-22383136,Apartment
18.30815,-65.30696,Culebra,NA,155,12865,TRUE,0.456,117539108,ab-22383696,House
18.37151,-67.25273,Rincon,"Aguadilla-Isabela, PR Metro Area",141.27,20201,TRUE,0.532,30635896,ab-22387024,Apartment
18.39020130868008,-65.99807103192444,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,145655072,ab-22387065,Condominium
18.448,-66.036,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",112.08,19614,TRUE,0.543,163734909,ab-22388900,Apartment
18.29072,-65.28922,Culebra,NA,62.25,8715,FALSE,0.791,10711848,ab-22389457,House
18.36742640038326,-66.12772414882899,Guaynabo,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,19255695,ab-22389641,Apartment
18.376,-65.912,Canovanas,"San Juan-Carolina-Caguas, PR Metro Area",66.42,2192,FALSE,0.156,147829504,ab-22397399,Apartment
18.36967,-67.25054,Rincon,"Aguadilla-Isabela, PR Metro Area",766.77,67476,FALSE,0.289,32146441,ab-22397927,House
18.3360918001853,-67.2375885480828,Rincon,"Aguadilla-Isabela, PR Metro Area",NA,0,FALSE,NA,133402398,ab-22407650,House
18.36234,-67.04842,Moca,"Aguadilla-Isabela, PR Metro Area",147,5292,FALSE,0.293,163955998,ab-22407728,Room in boutique hotel
18.45078,-66.04688,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,41163725,ab-22407734,Guesthouse
18.45175,-66.7349,Arecibo,"Arecibo, PR Metro Area",NA,0,FALSE,NA,163973360,ab-22408051,House
18.33612481786224,-67.23693110463172,Rincon,"Aguadilla-Isabela, PR Metro Area",NA,0,FALSE,NA,133402398,ab-22408603,House
18.37733308159768,-67.22615493903028,Aguada,"Aguadilla-Isabela, PR Metro Area",NA,0,FALSE,NA,69683947,ab-22410026,Apartment
18.33796722688011,-67.2363199578369,Rincon,"Aguadilla-Isabela, PR Metro Area",NA,0,FALSE,NA,133402398,ab-22410343,House
18.36483,-65.72569,Luquillo,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,136674088,ab-22410629,Apartment
18.44495,-66.01648,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,26606104,ab-22411526,Serviced apartment
18.03826891066512,-67.17938542773675,Boqueron,"San Germán, PR Metro Area",NA,0,FALSE,NA,24008252,ab-22420134,Entire apartment
18.08953125026565,-65.7972085256115,Humacao,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,164177575,ab-22421376,Villa
18.44221,-66.02205,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",99.86,28960,TRUE,0.861,108988055,ab-22422061,Condominium
18.46359,-66.09394,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",150.83,12217,FALSE,0.46,148793407,ab-22422374,Loft
18.34329,-67.02655,San Sebastian,"Aguadilla-Isabela, PR Metro Area",147,6027,FALSE,0.36,163955998,ab-22423710,Nature lodge
18.04899,-66.54624,Coto Laurel,"Ponce, PR Metro Area",71.48,14724,TRUE,0.602,164253763,ab-22428032,Farm stay
18.34538,-67.02668,San Sebastian,"Aguadilla-Isabela, PR Metro Area",130,4550,FALSE,0.299,163955998,ab-22429655,Bed and breakfast
18.41435,-66.19183,Bayamon,"San Juan-Carolina-Caguas, PR Metro Area",378.62,19688,TRUE,0.43,149484192,ab-22431793,Villa
18.38802,-65.75622,Rio Grande,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,104842214,ab-22432010,Apartment
18.4551,-66.05563,NA,"San Juan-Carolina-Caguas, PR Metro Area",97.16,10785,TRUE,0.507,1258371,ab-22433265,Serviced apartment
18.47454,-66.75211,Arecibo,"Arecibo, PR Metro Area",106.82,3525,FALSE,0.208,164063513,ab-22434866,Apartment
18.4329,-66.18444,Sabana Seca,"San Juan-Carolina-Caguas, PR Metro Area",37.95,835,FALSE,0.204,161552622,ab-22435507,House
18.465027817466112,-66.119002142048,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,33302372,ab-22435573,Private room
18.34704049430596,-66.75236100540843,Arecibo,"Arecibo, PR Metro Area",NA,0,FALSE,NA,163779964,ab-22436038,Apartment
18.36364,-67.05005,Moca,"Aguadilla-Isabela, PR Metro Area",147,5733,FALSE,0.339,163955998,ab-22436510,Room in boutique hotel
18.4518,-66.05826,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",65.69,7489,TRUE,0.509,132807634,ab-22437700,Apartment
18.4287,-67.13487,Aguadilla,"Aguadilla-Isabela, PR Metro Area",75,225,FALSE,0.5,132606746,ab-22438127,House
18.38,-67.195,Aguada,"Aguadilla-Isabela, PR Metro Area",47.04,1176,FALSE,0.263,38996982,ab-22438377,Apartment
18.447,-66.034,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",91.4,16909,FALSE,0.514,29985990,ab-22446084,Apartment
18.21102,-65.734,Naguabo,"San Juan-Carolina-Caguas, PR Metro Area",25,25,FALSE,0.034,120000309,ab-22446469,Apartment
18.46588652693611,-66.11466864249114,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,58211259,ab-22447788,Entire apartment
18.4545288801018,-66.06427045443375,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,162677584,ab-22451992,Entire apartment
18.45201,-66.04338,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,2378460,ab-22462281,House
18.34224683836675,-67.24758782638814,Rincon,"Aguadilla-Isabela, PR Metro Area",NA,0,FALSE,NA,53615958,ab-22465013,House
18.34216706218384,-67.2472809668715,Rincon,"Aguadilla-Isabela, PR Metro Area",NA,0,FALSE,NA,53615958,ab-22465565,Private room in house
18.3931809055188,-66.00214973598732,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,164784521,ab-22476481,In-law
18.36723,-66.0461,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",91.67,1100,FALSE,0.218,101876682,ab-22480273,Condominium
18.26328030310561,-65.6484860843059,Ceiba,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,50524803,ab-22481266,Place
18.45143259923234,-66.05641284708346,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,35936946,ab-22481396,Apartment
18.0947,-65.47595,Vieques,NA,99.96,24291,TRUE,0.741,6162696,ab-22482130,Room in boutique hotel
18.09551,-65.47659,Vieques,NA,101.37,9731,TRUE,0.549,6162696,ab-22482716,Room in boutique hotel
18.453,-66.057,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",75.89,15862,TRUE,0.704,109140108,ab-22482834,Apartment
18.42767,-66.01428,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",55.77,9760,TRUE,0.875,100564020,ab-22483003,Apartment
18.45994567841037,-66.28982978782904,Dorado,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,19040748,ab-22483395,Entire house
18.42782,-66.01422,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",55.36,6422,TRUE,0.841,100564020,ab-22483778,Apartment
18.26,-66.048,Caguas,"San Juan-Carolina-Caguas, PR Metro Area",67.28,9689,FALSE,0.502,125597407,ab-22485570,Apartment
18.372,-67.258,Rincon,"Aguadilla-Isabela, PR Metro Area",257.13,12085,FALSE,0.382,7155039,ab-22491838,Condominium
18.32342,-65.65548,Fajardo,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,165013454,ab-22496085,House
18.468,-66.117,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",176.54,45370,TRUE,0.892,148884518,ab-22501930,Apartment
18.4745,-66.75139,Arecibo,"Arecibo, PR Metro Area",52.67,790,FALSE,0.072,164063513,ab-22505462,Condominium
18.38138,-67.21719,Aguada,"Aguadilla-Isabela, PR Metro Area",67.48,5601,TRUE,0.265,40685531,ab-22505587,Apartment
18.47576,-66.75099,Arecibo,"Arecibo, PR Metro Area",NA,0,FALSE,NA,164063513,ab-22505698,Condominium
18.47473,-66.7513,Arecibo,"Arecibo, PR Metro Area",50.83,610,FALSE,0.082,164063513,ab-22505759,Condominium
18.40781,-67.16952,Aguada,"Aguadilla-Isabela, PR Metro Area",333.39,38340,FALSE,0.385,165197998,ab-22510160,House
17.98356,-66.60412,Ponce,"Ponce, PR Metro Area",65.87,5006,FALSE,0.271,3595,ab-22511106,Apartment
18.45067,-66.05477,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",151.71,26550,FALSE,0.951,60497778,ab-22511222,Apartment
18.37147018082646,-67.24760609606848,Rincon,"Aguadilla-Isabela, PR Metro Area",NA,0,FALSE,NA,165246608,ab-22513896,Entire vacation home
18.3727477041999,-67.24636200499143,Rincon,"Aguadilla-Isabela, PR Metro Area",NA,0,FALSE,NA,165246608,ab-22514757,Villa
18.46248,-66.74725,Arecibo,"Arecibo, PR Metro Area",48.37,4450,FALSE,0.352,165273006,ab-22515809,Apartment
18.0861,-67.13757,Cabo Rojo,"San Germán, PR Metro Area",250.92,34125,FALSE,0.418,109365616,ab-22516055,House
18.48621,-66.41432,Vega Baja,"San Juan-Carolina-Caguas, PR Metro Area",144,1584,FALSE,0.177,165299507,ab-22517521,Condominium
18.472,-66.33,Vega Alta,"San Juan-Carolina-Caguas, PR Metro Area",202.15,12938,TRUE,0.386,66925019,ab-22519118,Apartment
18.36374,-67.25632,Rincon,"Aguadilla-Isabela, PR Metro Area",130.77,5362,TRUE,0.181,138397819,ab-22527001,Bungalow
18.44735224551493,-66.03501413927168,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,26591981,ab-22527447,Condominium
18.46632,-66.117,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",129.87,25714,TRUE,0.78,47985918,ab-22527663,Apartment
18.44361,-66.05626,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",71.99,4895,FALSE,0.241,31144485,ab-22531751,Apartment
18.48897369297126,-66.56233973244625,Barceloneta,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,42130901,ab-22532724,House
18.45406,-66.05975,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",718.46,105613,FALSE,0.405,148605654,ab-22532963,House
17.98834249514676,-66.71464302831592,Penuelas,"Ponce, PR Metro Area",NA,0,FALSE,NA,165498435,ab-22534191,Vacation home
18.4104499337067,-65.79870231908508,Rio Grande,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,1521351,ab-22534298,Apartment
18.36401,-67.04807,Moca,"Aguadilla-Isabela, PR Metro Area",147,5586,FALSE,0.325,163955998,ab-22540097,Bed and breakfast
17.98445885690747,-66.18200231712598,Guayama,"Guayama, PR Metro Area",NA,0,TRUE,NA,139823203,ab-22540664,Condominium
18.443,-66.021,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",165.48,25980,TRUE,0.609,132994084,ab-22541372,Condominium
18.00884,-66.60932,Ponce,"Ponce, PR Metro Area",98.43,4528,FALSE,0.397,165613141,ab-22544260,Apartment
18.45195,-66.04252,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,27551093,ab-22546170,House
18.34118897424769,-67.24890479055743,Rincon,"Aguadilla-Isabela, PR Metro Area",NA,0,FALSE,NA,118666410,ab-22549722,Entire place
18.07933931754894,-65.80291181321654,Humacao,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,60497778,ab-22550476,Villa
18.45223465022255,-66.04069631964065,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,27551093,ab-22551517,House
17.9859,-67.21076,Boqueron,"San Germán, PR Metro Area",150,7800,FALSE,0.188,163504293,ab-22554015,Room in boutique hotel
18.41794,-67.16645,NA,"Aguadilla-Isabela, PR Metro Area",106.76,3950,FALSE,0.685,140234134,ab-22565171,Apartment
18.32139,-67.24848,Rincon,"Aguadilla-Isabela, PR Metro Area",NA,0,FALSE,NA,94397597,ab-22568482,Villa
18.03119892400833,-67.18204599169837,Boqueron,"San Germán, PR Metro Area",NA,0,FALSE,NA,165883578,ab-22569841,House
18.456438835121322,-67.16171178567417,Aguadilla,"Aguadilla-Isabela, PR Metro Area",NA,0,TRUE,NA,1415901,ab-22572827,Condominium
18.4420938283536,-66.02130919684821,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,82394106,ab-22573349,Condominium
18.32722439256278,-66.03989845177485,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,158899551,ab-22579598,Entire boutique hotel
18.39239,-66.09822,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,165973623,ab-22579935,Apartment
18.3268,-67.2508,Rincon,"Aguadilla-Isabela, PR Metro Area",283.26,26060,FALSE,0.351,159362515,ab-22585589,Villa
18.4434,-66.0183,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,150267756,ab-22585859,Resort
18.32522,-67.25009,Rincon,"Aguadilla-Isabela, PR Metro Area",513.36,56470,FALSE,0.364,159362515,ab-22586389,Villa
18.46678049846512,-66.11503189261364,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,458046,ab-22588318,Apartment
18.44383114369628,-66.02474700553688,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,5742907,ab-22598231,Entire apartment
18.0242212900415,-67.17363080394941,NA,"San Germán, PR Metro Area",NA,0,FALSE,NA,166275982,ab-22602085,Entire apartment
18.4506,-66.05204,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",35.62,3241,TRUE,0.403,145349672,ab-22609270,Hostel
18.4431,-66.02128,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",146,730,FALSE,0.081,5742907,ab-22610534,Apartment
18.45596,-66.06735,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,18680698,ab-22610776,Condominium
18.40806,-67.17159,Aguada,"Aguadilla-Isabela, PR Metro Area",150,1050,FALSE,0.269,165197998,ab-22612818,House
17.98487,-66.1828,Guayama,"Guayama, PR Metro Area",100,2200,FALSE,0.272,166448477,ab-22615354,Condominium
18.42580625374446,-66.05378778700484,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,44096256,ab-22615536,Condominium
18.359,-66.985,San Sebastian,"Aguadilla-Isabela, PR Metro Area",89.68,8340,FALSE,0.392,162419916,ab-22616044,House
18.44209,-66.02411,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",172.45,9140,FALSE,0.265,5742907,ab-22616080,Apartment
18.45422,-66.08378,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,107638050,ab-22616581,Apartment
18.28871,-65.63884,Fajardo,"San Juan-Carolina-Caguas, PR Metro Area",251.86,3526,FALSE,0.264,31275602,ab-22624577,Condominium
18.42802,-66.01304,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",159.67,40716,FALSE,0.882,166551229,ab-22624927,Apartment
18.13256799442805,-65.42756611457861,Vieques,NA,NA,0,FALSE,NA,34549727,ab-22625030,Entire house
18.44932,-66.05268,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",34.12,4095,TRUE,0.379,145349672,ab-22630649,Hostel
18.17197,-66.12564,Cidra,"San Juan-Carolina-Caguas, PR Metro Area",55.61,8730,TRUE,0.48,71429742,ab-22632688,Guesthouse
18.47891,-66.93708,Quebradillas,"Arecibo, PR Metro Area",61.94,9043,FALSE,0.811,35238044,ab-22632787,Apartment
18.42992984785621,-67.15354892105435,Aguadilla,"Aguadilla-Isabela, PR Metro Area",NA,0,FALSE,NA,140234134,ab-22632837,Entire apartment
18.4668970831524,-66.11623944611675,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,TRUE,NA,59079715,ab-22633773,Private room in house
18.44027,-66.02676,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",55.76,5130,FALSE,1,166650517,ab-22634358,Apartment
18.38986,-65.72176,Luquillo,"San Juan-Carolina-Caguas, PR Metro Area",114.34,10291,FALSE,0.404,49274158,ab-22635062,Condominium
18.09625830593605,-67.17644096419255,Cabo Rojo,"San Germán, PR Metro Area",NA,0,TRUE,NA,70924949,ab-22635910,House
18.40301750393759,-66.08239791879194,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,137171597,ab-22636175,Apartment
18.46676,-66.1137,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,TRUE,NA,410909,ab-22636219,Apartment
18.45302,-66.06001,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,18257074,ab-22638094,Room in boutique hotel
18.45808,-66.07411,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",154.96,32231,TRUE,0.684,161974292,ab-22638974,Apartment
18.44151137551291,-66.02077688695262,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,117617511,ab-22644197,Entire apartment
18.28414,-65.63581,NA,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,115316335,ab-22644718,Boat
18.39376513817783,-67.19232948736845,Aguada,"Aguadilla-Isabela, PR Metro Area",NA,0,FALSE,NA,113123499,ab-22645824,Private room in apartment
18.43606,-65.98202,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",44.21,5394,FALSE,0.819,166800813,ab-22650156,Apartment
18.34382,-65.69759,Luquillo,"San Juan-Carolina-Caguas, PR Metro Area",354.54,79772,TRUE,0.648,146801366,ab-22653363,House
18.46768,-66.11202,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",987.76,141250,FALSE,0.466,103884529,ab-22654551,House
18.001,-66.587,Ponce,"Ponce, PR Metro Area",90.46,12212,TRUE,0.444,3767967,ab-22655179,Apartment
18.46772552648439,-66.1152205632346,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,51532434,ab-22656076,Apartment
18.33755,-65.63591,Fajardo,"San Juan-Carolina-Caguas, PR Metro Area",88.31,9979,FALSE,0.323,99906277,ab-22656327,Apartment
18.30968,-65.30691,Culebra,NA,NA,0,TRUE,NA,1837763,ab-22656962,Villa
18.4671,-66.11742,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",297.16,91229,TRUE,0.85,122369992,ab-22657923,Apartment
18.46658,-66.11716,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",168.76,38647,TRUE,0.634,122369992,ab-22657924,Apartment
18.30961,-65.30722,Culebra,NA,135,135,TRUE,1,1837763,ab-22658397,Villa
18.311,-65.306,Culebra,NA,247.31,29182,TRUE,0.502,1837763,ab-22658895,Villa
18.30319939660939,-66.09062968387968,Caguas,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,TRUE,NA,132994084,ab-22664475,Private room in house
18.30398710329873,-66.09272372713636,Guaynabo,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,TRUE,NA,132994084,ab-22664564,Private room in house
18.46358,-66.11841,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",288.33,19030,FALSE,0.365,42850870,ab-22665808,Apartment
18.41315716934824,-66.0574712898208,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,166840319,ab-22667788,Entire house
18.46708,-66.11838,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",227.86,47851,TRUE,0.667,122369992,ab-22672458,Apartment
18.4661,-66.11848,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",170.95,38805,TRUE,0.705,122369992,ab-22673479,Apartment
18.46752,-66.11693,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",148.65,36420,TRUE,0.763,122369992,ab-22673480,Apartment
18.46744,-66.11311,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",240.08,54739,TRUE,0.691,122369992,ab-22673517,Apartment
18.46587,-66.117679999999993,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",201.97,49080,TRUE,0.736,122369992,ab-22673562,Apartment
18.139,-67.181,Cabo Rojo,"San Germán, PR Metro Area",67.95,4485,FALSE,0.284,22138066,ab-22675273,Apartment
18.44544,-66.06358,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",376.8,28260,FALSE,0.314,148605654,ab-22676633,Apartment
18.44233,-66.02372,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",183.13,23990,FALSE,0.736,80908979,ab-22680122,Apartment
18.45382803353133,-67.15928331353324,Aguadilla,"Aguadilla-Isabela, PR Metro Area",NA,0,FALSE,NA,15742001,ab-22682880,Entire condominium
18.47211,-66.27279,Dorado,"San Juan-Carolina-Caguas, PR Metro Area",311.55,85675,TRUE,0.87,107579510,ab-22685983,House
18.44424,-66.06376,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",36.07,6023,TRUE,0.711,50385973,ab-22686648,House
18.46405,-66.11925,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",286.44,46690,TRUE,0.488,72517332,ab-22687333,Apartment
18.37,-67.258,Rincon,"Aguadilla-Isabela, PR Metro Area",294.32,75934,TRUE,0.835,1201408,ab-22688087,Apartment
18.44247,-66.02339,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",212.16,56858,TRUE,0.757,122369992,ab-22691051,Apartment
18.36224,-67.25631,Rincon,"Aguadilla-Isabela, PR Metro Area",23.21,1300,FALSE,0.222,14381772,ab-22695913,Hut
18.36228,-67.2557,Rincon,"Aguadilla-Isabela, PR Metro Area",25.2,832,FALSE,0.157,14381772,ab-22696166,Hut
18.36373,-67.25593,Rincon,"Aguadilla-Isabela, PR Metro Area",22.21,1022,FALSE,0.271,14381772,ab-22696256,Hut
18.36344,-67.25483,Rincon,"Aguadilla-Isabela, PR Metro Area",23.77,1260,FALSE,0.327,14381772,ab-22696325,Hut
18.36372,-67.25629,Rincon,"Aguadilla-Isabela, PR Metro Area",22.47,1910,FALSE,0.413,14381772,ab-22696427,Hut
18.24895220152581,-65.94614451247367,Gurabo,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,TRUE,NA,8617506,ab-22700946,House
18.03065533761798,-67.18398027998916,Boqueron,"San Germán, PR Metro Area",NA,0,FALSE,NA,41550536,ab-22701782,Entire house
18.364,-67.26,Rincon,"Aguadilla-Isabela, PR Metro Area",382.28,71486,TRUE,0.547,167426072,ab-22704507,Villa
18.44446050481909,-66.01609400553608,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,104240720,ab-22711129,Apartment
